Timestamp,CPU,Memory,GPU,GPU_Memory
2024-05-25 08:50:41,8.3,5115.23828125,0.02,1529.0
2024-05-25 08:50:43,17.0,5117.296875,0.46,1537.0
2024-05-25 08:50:45,17.7,5113.83203125,0.4,1537.0
2024-05-25 08:50:47,17.5,5127.765625,0.34,1535.0
2024-05-25 08:50:50,17.1,5114.921875,0.39,1535.0
2024-05-25 08:50:52,23.5,5132.48828125,0.42,1535.0
2024-05-25 08:50:54,17.0,5110.45703125,0.4,1535.0
2024-05-25 08:50:56,17.0,5108.62109375,0.36,1535.0
2024-05-25 08:50:58,17.8,5113.9140625,0.41,1535.0
2024-05-25 08:51:00,5.1,5089.1328125,0.0,1529.0
