Timestamp,CPU,Memory,GPU,GPU_Memory
2024-05-25 08:53:12,6.8,5155.6640625,0.02,1529.0
2024-05-25 08:53:14,25.4,5102.91796875,0.24,1533.0
2024-05-25 08:53:16,16.8,5091.296875,0.45,1533.0
2024-05-25 08:53:18,16.8,5095.2421875,0.18,1535.0
2024-05-25 08:53:20,17.2,5099.46484375,0.06,1535.0
2024-05-25 08:53:22,17.8,5120.41796875,0.29,1535.0
2024-05-25 08:53:25,25.6,5101.140625,0.19,1533.0
2024-05-25 08:53:27,18.2,5107.4765625,0.17,1533.0
2024-05-25 08:53:29,18.4,5104.40625,0.11,1533.0
2024-05-25 08:53:31,18.3,5104.359375,0.13,1533.0
2024-05-25 08:53:33,18.7,5096.1484375,0.24,1533.0
2024-05-25 08:53:35,25.9,5084.89453125,0.34,1533.0
2024-05-25 08:53:37,18.6,5088.12890625,0.27,1533.0
2024-05-25 08:53:39,18.8,5083.109375,0.29,1533.0
2024-05-25 08:53:42,18.8,5086.0546875,0.35,1533.0
2024-05-25 08:53:44,19.4,5082.94140625,0.19,1533.0
2024-05-25 08:53:46,25.5,5079.06640625,0.27,1533.0
2024-05-25 08:53:48,19.0,5071.6484375,0.38,1533.0
2024-05-25 08:53:50,20.2,5125.94921875,0.2,1533.0
2024-05-25 08:53:52,18.6,5078.875,0.33,1533.0
2024-05-25 08:53:54,18.2,5083.28125,0.37,1533.0
2024-05-25 08:53:56,21.4,5068.98828125,0.4,1533.0
2024-05-25 08:53:58,18.8,5072.59765625,0.25,1533.0
2024-05-25 08:54:01,22.9,5099.36328125,0.09,1533.0
2024-05-25 08:54:03,19.6,5069.92578125,0.21,1533.0
2024-05-25 08:54:05,18.3,5080.8984375,0.27,1533.0
2024-05-25 08:54:07,17.7,5073.703125,0.15,1533.0
2024-05-25 08:54:09,16.8,5076.1171875,0.11,1533.0
2024-05-25 08:54:11,24.3,5079.33984375,0.13,1533.0
2024-05-25 08:54:14,17.0,5082.0546875,0.33,1533.0
2024-05-25 08:54:16,17.1,5086.6640625,0.27,1533.0
2024-05-25 08:54:18,17.0,5074.0546875,0.18,1533.0
2024-05-25 08:54:20,16.6,5071.32421875,0.22,1533.0
2024-05-25 08:54:22,23.8,5091.11328125,0.26,1533.0
2024-05-25 08:54:24,16.8,5087.8046875,0.33,1533.0
2024-05-25 08:54:26,17.1,5090.203125,0.12,1533.0
2024-05-25 08:54:28,16.9,5102.07421875,0.23,1533.0
2024-05-25 08:54:31,16.6,5080.05078125,0.27,1533.0
2024-05-25 08:54:33,24.1,5076.73828125,0.22,1533.0
2024-05-25 08:54:35,16.8,5077.50390625,0.35,1533.0
2024-05-25 08:54:37,16.8,5075.12890625,0.2,1533.0
2024-05-25 08:54:39,17.6,5079.63671875,0.37,1533.0
2024-05-25 08:54:41,16.7,5073.18359375,0.33,1533.0
2024-05-25 08:54:43,25.4,5076.40625,0.66,1533.0
2024-05-25 08:54:46,16.9,5078.57421875,0.28,1533.0
2024-05-25 08:54:48,17.0,5075.16015625,0.13,1533.0
2024-05-25 08:54:50,17.3,5075.59765625,0.25,1533.0
2024-05-25 08:54:52,17.2,5080.01171875,0.18,1533.0
2024-05-25 08:54:54,20.9,5074.4296875,0.35,1534.0
2024-05-25 08:54:56,18.7,5072.7578125,0.22,1534.0
2024-05-25 08:54:58,21.7,5098.8984375,0.01,1530.0
