Timestamp,CPU,Memory,GPU,GPU_Memory
2024-05-25 07:59:33,12.4,5077.13671875,0.04,1539.0
2024-05-25 07:59:35,18.7,5127.71484375,0.55,1548.0
2024-05-25 07:59:37,18.9,5064.88671875,0.46,1548.0
2024-05-25 07:59:40,18.3,5054.71875,0.37,1545.0
2024-05-25 07:59:42,19.8,5050.9375,0.43,1545.0
2024-05-25 07:59:44,25.5,5046.00390625,0.5,1545.0
2024-05-25 07:59:46,18.6,5048.1640625,0.44,1545.0
2024-05-25 07:59:48,18.5,5055.640625,0.47,1545.0
2024-05-25 07:59:50,19.1,5043.83203125,0.46,1545.0
2024-05-25 07:59:52,8.6,5051.546875,0.01,1539.0
