Timestamp,CPU,Memory,GPU,GPU_Memory
2024-05-25 04:13:54,39.4,5529.55859375,0.4,2272.0
2024-05-25 04:13:56,20.4,4863.46484375,0.7,2334.0
2024-05-25 04:13:58,20.7,4864.96875,0.74,2334.0
2024-05-25 04:14:00,19.1,4800.15234375,0.85,2334.0
2024-05-25 04:14:02,20.9,4841.7421875,0.72,2334.0
2024-05-25 04:14:04,18.3,4802.39453125,0.59,2332.0
2024-05-25 04:14:06,20.2,4804.11328125,0.63,2332.0
2024-05-25 04:14:08,25.0,4807.14453125,0.83,2332.0
2024-05-25 04:14:10,19.4,4802.21484375,0.78,2332.0
2024-05-25 04:14:12,18.7,4810.3828125,0.73,2332.0
2024-05-25 04:14:14,19.0,4800.9453125,0.73,2332.0
2024-05-25 04:14:16,19.6,4811.859375,0.7,2332.0
2024-05-25 04:14:18,25.0,4804.73828125,0.66,2333.0
2024-05-25 04:14:20,19.3,4805.14453125,0.67,2333.0
2024-05-25 04:14:23,19.2,4802.65625,0.77,2333.0
2024-05-25 04:14:25,18.8,4806.40234375,0.76,2333.0
2024-05-25 04:14:27,19.0,4810.96875,0.56,2333.0
2024-05-25 04:14:29,33.3,4810.53515625,0.01,2333.0
