Timestamp,CPU,Memory,GPU,GPU_Memory
2024-05-25 03:47:06,36.4,5479.30859375,0.03,2268.0
2024-05-25 03:47:08,18.9,4770.05859375,0.32,2343.0
2024-05-25 03:47:11,19.0,4774.51171875,0.47,2343.0
2024-05-25 03:47:13,19.2,4774.9765625,0.43,2343.0
2024-05-25 03:47:15,25.8,4775.9921875,0.43,2343.0
2024-05-25 03:47:17,19.1,4771.75,0.45,2343.0
2024-05-25 03:47:19,18.5,4793.0234375,0.26,2343.0
2024-05-25 03:47:21,18.7,4778.73828125,0.22,2343.0
2024-05-25 03:47:23,18.8,4785.390625,0.22,2343.0
2024-05-25 03:47:25,25.0,4766.08203125,0.45,2342.0
2024-05-25 03:47:27,18.8,4777.04296875,0.63,2342.0
2024-05-25 03:47:30,18.8,4772.265625,0.22,2342.0
2024-05-25 03:47:32,18.4,4774.08984375,0.54,2342.0
2024-05-25 03:47:34,19.0,4776.10546875,0.42,2342.0
2024-05-25 03:47:36,24.1,4770.08203125,0.37,2342.0
2024-05-25 03:47:38,16.6,4772.34375,0.22,2342.0
2024-05-25 03:47:40,17.4,4766.5,0.22,2342.0
2024-05-25 03:47:42,16.8,4767.3828125,0.22,2342.0
2024-05-25 03:47:44,17.1,4764.51953125,0.09,2342.0
2024-05-25 03:47:46,23.4,4771.328125,0.43,2342.0
2024-05-25 03:47:48,16.8,4785.09765625,0.25,2342.0
2024-05-25 03:47:51,17.1,4786.0,0.22,2342.0
2024-05-25 03:47:53,16.8,4779.9765625,0.41,2342.0
2024-05-25 03:47:55,17.1,4769.5390625,0.44,2344.0
2024-05-25 03:47:57,23.3,4770.03125,0.01,2344.0
2024-05-25 03:47:59,17.0,4770.98046875,0.22,2344.0
2024-05-25 03:48:01,17.1,4767.24609375,0.44,2344.0
2024-05-25 03:48:03,16.8,4778.61328125,0.22,2345.0
2024-05-25 03:48:05,16.8,4772.31640625,0.43,2345.0
2024-05-25 03:48:07,23.4,4775.70703125,0.36,2345.0
2024-05-25 03:48:09,17.1,4776.1484375,0.42,2345.0
2024-05-25 03:48:12,17.0,4775.8125,0.23,2345.0
2024-05-25 03:48:14,16.6,4784.66015625,0.46,2345.0
2024-05-25 03:48:16,17.1,4782.46484375,0.23,2345.0
2024-05-25 03:48:18,23.4,4763.04296875,0.17,2345.0
2024-05-25 03:48:20,16.8,4767.3828125,0.47,2345.0
2024-05-25 03:48:22,16.8,4769.27734375,0.44,2345.0
2024-05-25 03:48:24,16.8,4763.8046875,0.22,2345.0
2024-05-25 03:48:26,17.2,4767.4609375,0.07,2345.0
2024-05-25 03:48:28,23.4,4771.59765625,0.49,2345.0
2024-05-25 03:48:31,16.8,4772.4609375,0.43,2345.0
2024-05-25 03:48:33,16.8,4772.375,0.23,2345.0
2024-05-25 03:48:35,16.9,4775.1796875,0.44,2345.0
2024-05-25 03:48:37,17.1,4770.65625,0.43,2345.0
2024-05-25 03:48:39,22.9,4762.15625,0.26,2345.0
2024-05-25 03:48:41,17.0,4768.546875,0.28,2345.0
2024-05-25 03:48:43,17.5,4779.26171875,0.22,2345.0
2024-05-25 03:48:45,16.7,4775.5234375,0.26,2345.0
2024-05-25 03:48:47,17.6,4774.2421875,0.23,2345.0
2024-05-25 03:48:50,19.6,4771.37890625,0.24,2345.0
2024-05-25 03:48:52,17.1,4772.97265625,0.22,2345.0
2024-05-25 03:48:54,16.9,4779.73046875,0.69,2345.0
2024-05-25 03:48:56,17.1,4769.3359375,0.43,2345.0
2024-05-25 03:48:58,18.0,4772.2890625,0.43,2345.0
2024-05-25 03:49:00,21.0,4773.9375,0.01,2345.0
2024-05-25 03:49:02,19.1,4769.83203125,0.43,2345.0
2024-05-25 03:49:04,22.8,4795.2421875,0.42,2345.0
2024-05-25 03:49:06,18.5,4773.4375,0.29,2345.0
2024-05-25 03:49:09,19.1,4769.76953125,0.46,2345.0
2024-05-25 03:49:11,4.6,4761.74609375,0.01,2269.0
