Timestamp,CPU,Memory,GPU,GPU_Memory
2024-06-02 13:32:49,8.0,3215.328125,0.04,819.0
2024-06-02 13:32:51,3.5,4342.45703125,0.03,816.0
2024-06-02 13:32:53,17.9,4610.23828125,0.13,974.0
2024-06-02 13:32:55,24.0,4614.41796875,0.15,948.0
2024-06-02 13:32:57,18.1,4627.41015625,0.2,948.0
2024-06-02 13:32:59,17.5,4637.39453125,0.07,944.0
2024-06-02 13:33:01,11.4,4686.91015625,0.95,971.0
2024-06-02 13:33:04,28.2,4660.23046875,0.03,971.0
2024-06-02 13:33:06,27.4,4706.6015625,0.05,977.0
2024-06-02 13:33:08,28.7,4685.76953125,0.06,979.0
2024-06-02 13:33:10,36.0,4676.6015625,0.07,975.0
2024-06-02 13:33:12,13.0,4717.77734375,0.13,979.0
2024-06-02 13:33:14,26.0,4638.94921875,0.04,979.0
2024-06-02 13:33:16,25.0,4668.03515625,0.04,979.0
2024-06-02 13:33:18,4.2,4720.51953125,0.07,979.0
2024-06-02 13:33:20,18.0,4683.90234375,0.05,979.0
2024-06-02 13:33:22,10.3,4681.359375,0.46,979.0
2024-06-02 13:33:24,16.2,4686.60546875,0.07,978.0
2024-06-02 13:33:27,25.2,4684.96875,0.06,979.0
2024-06-02 13:33:29,12.3,4687.08984375,0.06,979.0
2024-06-02 13:33:31,14.3,4697.10546875,0.08,979.0
2024-06-02 13:33:33,20.1,4698.8828125,0.05,979.0
2024-06-02 13:33:35,5.6,4740.37890625,0.07,979.0
2024-06-02 13:33:37,24.6,4688.9921875,0.02,981.0
2024-06-02 13:33:39,12.6,4748.76171875,0.06,981.0
2024-06-02 13:33:41,13.9,4703.47265625,0.09,981.0
2024-06-02 13:33:43,18.4,4706.38671875,0.07,977.0
2024-06-02 13:33:45,10.1,4705.71875,0.06,981.0
2024-06-02 13:33:47,32.5,4721.609375,0.05,981.0
2024-06-02 13:33:50,18.0,4726.80859375,0.07,981.0
2024-06-02 13:33:52,5.5,4773.94140625,0.07,981.0
2024-06-02 13:33:54,20.1,4730.08984375,0.04,981.0
2024-06-02 13:33:56,17.8,4716.42578125,0.05,981.0
2024-06-02 13:33:58,11.6,4765.9609375,0.08,981.0
2024-06-02 13:34:00,17.7,4726.2421875,0.01,981.0
2024-06-02 13:34:02,9.1,4729.44921875,0.37,981.0
2024-06-02 13:34:04,26.7,4748.68359375,0.11,981.0
2024-06-02 13:34:06,17.4,4740.1328125,0.05,977.0
2024-06-02 13:34:08,43.0,4752.66015625,0.06,981.0
2024-06-02 13:34:10,19.1,4800.8515625,0.05,977.0
2024-06-02 13:34:13,17.5,4764.765625,0.06,981.0
2024-06-02 13:34:15,18.0,4749.73046875,0.02,981.0
2024-06-02 13:34:17,9.0,4745.12109375,0.39,981.0
2024-06-02 13:34:19,19.6,4746.8125,0.07,981.0
2024-06-02 13:34:21,18.0,4742.95703125,0.01,977.0
2024-06-02 13:34:23,4.8,4783.02734375,0.05,980.0
2024-06-02 13:34:25,29.6,4741.07421875,0.06,980.0
2024-06-02 13:34:27,13.7,4748.05859375,0.02,980.0
2024-06-02 13:34:29,28.8,4771.734375,0.04,980.0
2024-06-02 13:34:31,17.9,4765.41015625,0.06,980.0
2024-06-02 13:34:34,7.2,4768.78125,0.38,980.0
2024-06-02 13:34:36,26.9,4765.9609375,0.02,980.0
2024-06-02 13:34:38,17.1,4759.3125,0.08,980.0
2024-06-02 13:34:40,11.1,4811.796875,0.07,980.0
2024-06-02 13:34:42,17.3,4764.69921875,0.07,980.0
2024-06-02 13:34:44,22.9,4800.078125,0.07,980.0
2024-06-02 13:34:46,7.2,4761.46484375,0.77,980.0
2024-06-02 13:34:48,15.3,4769.75,0.04,980.0
2024-06-02 13:34:51,19.9,4779.47265625,0.05,980.0
2024-06-02 13:34:53,6.2,4782.70703125,0.2,980.0
2024-06-02 13:34:55,34.9,4778.6640625,0.02,976.0
2024-06-02 13:34:57,16.0,4786.88671875,0.07,980.0
2024-06-02 13:34:59,6.0,4840.5546875,0.08,980.0
2024-06-02 13:35:01,17.3,4792.390625,0.07,980.0
2024-06-02 13:35:03,17.4,4800.6171875,0.06,980.0
2024-06-02 13:35:06,16.0,4847.9609375,0.08,976.0
2024-06-02 13:35:08,20.1,4792.34375,0.06,980.0
2024-06-02 13:35:10,16.0,4797.78515625,0.02,976.0
2024-06-02 13:35:12,16.1,4795.7578125,0.05,980.0
2024-06-02 13:35:14,18.5,4806.82421875,0.07,980.0
2024-06-02 13:35:16,19.9,4813.59765625,0.08,980.0
2024-06-02 13:35:18,24.8,4804.05859375,0.04,980.0
2024-06-02 13:35:20,17.5,4853.34375,0.08,980.0
2024-06-02 13:35:22,6.4,4862.5,0.06,980.0
2024-06-02 13:35:24,17.8,4830.3515625,0.06,980.0
2024-06-02 13:35:27,22.8,4817.96875,0.08,976.0
