Timestamp,CPU,Memory,GPU,GPU_Memory
2024-06-02 04:45:29,13.9,17874.1796875,0.06,2006.0
2024-06-02 04:45:31,9.6,17903.765625,0.03,2008.0
2024-06-02 04:45:34,18.6,17880.171875,0.02,2032.0
2024-06-02 04:45:36,13.4,17893.22265625,0.02,2024.0
2024-06-02 04:45:39,23.5,17904.38671875,0.03,2027.0
2024-06-02 04:45:41,17.8,17897.60546875,0.03,2031.0
2024-06-02 04:45:44,20.3,17905.47265625,0.02,2030.0
2024-06-02 04:45:46,8.1,17900.109375,0.03,2030.0
2024-06-02 04:45:49,26.1,17909.85546875,0.02,2030.0
2024-06-02 04:45:51,5.0,17930.91015625,0.62,2030.0
2024-06-02 04:45:54,40.5,17894.26171875,0.03,2030.0
2024-06-02 04:45:57,14.4,17918.96875,0.03,2030.0
2024-06-02 04:45:59,20.2,17918.5546875,0.03,2030.0
2024-06-02 04:46:02,17.8,17918.33984375,0.03,2026.0
2024-06-02 04:46:04,13.8,17914.640625,0.02,2030.0
2024-06-02 04:46:07,22.0,17914.796875,0.03,2030.0
2024-06-02 04:46:09,17.6,17909.140625,0.03,2026.0
2024-06-02 04:46:12,15.2,17920.5078125,0.02,2026.0
2024-06-02 04:46:14,19.9,17901.828125,0.03,2030.0
2024-06-02 04:46:17,17.8,17917.34765625,0.02,2032.0
2024-06-02 04:46:19,10.9,17963.09765625,0.35,2032.0
2024-06-02 04:46:22,13.7,17910.4375,0.03,2032.0
2024-06-02 04:46:24,17.8,17922.33203125,0.02,2032.0
2024-06-02 04:46:27,12.2,17915.140625,0.03,2028.0
2024-06-02 04:46:29,23.9,17919.5390625,0.03,2032.0
2024-06-02 04:46:32,24.0,17936.2421875,0.03,2032.0
2024-06-02 04:46:34,13.9,17935.71484375,0.02,2032.0
2024-06-02 04:46:37,14.5,17955.45703125,0.03,2032.0
2024-06-02 04:46:39,17.7,17956.890625,0.02,2032.0
2024-06-02 04:46:42,7.3,17936.74609375,0.13,2032.0
2024-06-02 04:46:50,18.2,17945.8359375,0.03,2022.0
2024-06-02 04:46:53,11.8,17930.96484375,0.03,2032.0
2024-06-02 04:46:55,17.8,17939.453125,0.02,2028.0
2024-06-02 04:46:58,15.1,17932.44140625,0.02,2032.0
2024-06-02 04:47:00,46.4,17932.61328125,0.03,2032.0
2024-06-02 04:47:03,18.5,17953.28125,0.03,2032.0
2024-06-02 04:47:05,6.8,17985.734375,0.58,2032.0
2024-06-02 04:47:08,25.9,17945.08984375,0.03,2032.0
2024-06-02 04:47:11,18.5,17924.48046875,0.03,2032.0
2024-06-02 04:47:13,10.2,17931.92578125,0.03,2032.0
2024-06-02 04:47:16,17.4,17931.29296875,0.02,2032.0
2024-06-02 04:47:18,24.6,17940.4765625,0.03,2032.0
2024-06-02 04:47:21,45.5,17927.44140625,0.03,2032.0
2024-06-02 04:47:23,18.9,17935.24609375,0.02,2032.0
2024-06-02 04:47:26,22.4,17925.21484375,0.03,2032.0
2024-06-02 04:47:28,24.3,17939.8671875,0.02,2032.0
2024-06-02 04:47:31,6.2,17967.109375,0.02,2032.0
2024-06-02 04:47:33,24.2,17917.21484375,0.03,2032.0
2024-06-02 04:47:36,13.3,17925.01953125,0.02,2032.0
2024-06-02 04:47:38,18.9,17953.3984375,0.03,2032.0
2024-06-02 04:47:41,17.8,17912.64453125,0.03,2032.0
2024-06-02 04:47:44,10.1,17915.91015625,0.03,2032.0
2024-06-02 04:47:46,19.5,17911.41796875,0.03,2032.0
2024-06-02 04:47:49,20.0,17962.33984375,0.02,2028.0
2024-06-02 04:47:51,5.7,17974.22265625,0.64,2032.0
2024-06-02 04:47:54,28.7,17933.796875,0.03,2028.0
2024-06-02 04:47:56,16.3,17938.9375,0.02,2032.0
2024-06-02 04:47:59,13.9,17929.7265625,0.03,2028.0
2024-06-02 04:48:01,18.2,17922.2890625,0.03,2032.0
2024-06-02 04:48:04,10.9,17919.578125,0.03,2032.0
2024-06-02 04:48:06,11.9,17927.25,0.03,2032.0
2024-06-02 04:48:09,17.7,17925.10546875,0.03,2032.0
2024-06-02 04:48:11,14.8,17919.1875,0.02,2032.0
2024-06-02 04:48:14,16.6,17923.44140625,0.02,2032.0
2024-06-02 04:48:17,17.5,17922.6484375,0.02,2032.0
2024-06-02 04:48:19,6.7,17908.55859375,0.08,2028.0
2024-06-02 04:48:22,16.1,17914.23046875,0.03,2032.0
2024-06-02 04:48:24,18.5,17929.55859375,0.03,2028.0
2024-06-02 04:48:27,11.5,17922.96484375,0.02,2032.0
2024-06-02 04:48:29,14.5,17924.37109375,0.03,2028.0
2024-06-02 04:48:32,24.1,17928.20703125,0.02,2032.0
2024-06-02 04:48:34,11.5,17935.68359375,0.03,2032.0
2024-06-02 04:48:37,24.5,17935.2578125,0.03,2032.0
2024-06-02 04:48:39,19.8,17941.94921875,0.02,2028.0
2024-06-02 04:48:42,21.5,17923.54296875,0.03,2032.0
2024-06-02 04:48:44,16.4,17931.40234375,0.03,2032.0
2024-06-02 04:48:47,25.7,17949.16015625,0.03,2032.0
2024-06-02 04:48:49,5.0,17979.84765625,0.64,2032.0
2024-06-02 04:48:52,36.9,17961.265625,0.03,2032.0
2024-06-02 04:48:54,20.3,17937.21484375,0.02,2032.0
2024-06-02 04:48:57,28.7,17972.48828125,0.04,2032.0
